-0.002221,-0.006509,0.012845,-0.015231,0.011821,-0.013196
-0.013701,0.001077,-0.009629,-0.007958,-0.012932,-0.014660
-0.011300,0.007807,0.010860,0.008896,-0.017640,-0.018220
-0.002302,0.016934,0.000720,-0.024296,-0.001735,0.006060
-0.048288,0.071202,-0.020014,0.020639,0.035284,0.012344
-0.030922,0.024674,-0.009187,-0.000695,-0.002077,-0.014210
0.000174,0.020776,-0.001807,-0.005958,-0.005076,-0.002318
-0.028247,0.004037,0.000501,0.012969,-0.009569,0.002268
0.040973,0.061874,0.005349,0.009240,0.000901,0.000480
0.037882,0.010942,-0.003234,0.011664,-0.010493,-0.003788
-0.032373,-0.002071,-0.050391,-0.041387,0.010451,0.006633
0.011809,0.009539,0.002347,-0.001101,0.000732,-0.004660
0.090269,0.031688,-0.022070,-0.003837,0.016617,0.011323
-0.046439,0.022261,-0.011436,-0.029439,-0.010801,-0.012052
-0.008340,0.063800,-0.022992,0.014682,0.016524,0.003257
0.036260,0.006384,0.010155,0.007519,0.000128,-0.035588
-0.011637,0.051876,0.019657,0.017860,-0.021685,0.018488
-0.029099,-0.001590,0.036374,-0.003121,0.012987,0.005401
-0.061132,-0.014681,0.017748,-0.010599,-0.008143,-0.011846
0.002121,-0.006958,-0.000406,-0.032707,0.007845,-0.001995
0.034694,0.038172,0.013484,-0.007940,0.008986,0.020126
-0.010247,0.008115,-0.013129,-0.041924,-0.003878,0.013238
-0.020660,0.006054,0.010712,-0.003645,-0.010037,-0.005891
0.083371,0.025535,-0.011137,-0.015536,-0.008792,-0.005271
-0.015048,0.019969,-0.006437,-0.024085,-0.010445,-0.003084
0.033364,0.029801,0.000759,0.008127,-0.016771,-0.027751
0.082959,0.010691,0.018493,-0.015812,-0.010831,-0.015810
-0.012608,0.013933,0.021235,-0.003749,0.010565,-0.012892
-0.051937,0.047415,-0.006911,0.032442,-0.017903,-0.005289
0.010091,-0.018598,-0.011017,-0.008298,0.039530,-0.034391
0.028286,0.000483,-0.021329,-0.026886,-0.015345,-0.017767
0.033510,0.058152,-0.035322,0.017634,0.013746,0.007896
-0.005851,-0.000515,0.007914,-0.022532,0.001839,-0.008275
0.005553,0.020521,-0.004652,0.012051,-0.015357,-0.012324
-0.045172,0.013077,-0.013730,0.000222,-0.003393,0.011733
-0.023416,0.033976,-0.008659,-0.013607,0.016187,0.008788
-0.014511,0.002332,0.031178,-0.026444,0.008000,0.016740
-0.000773,0.036971,0.016968,0.025580,-0.014381,-0.003585
0.004647,0.010568,-0.016561,-0.026163,-0.001642,-0.003646
0.004956,0.024639,-0.012068,-0.001829,-0.015183,-0.021013
-0.005594,0.025478,0.023629,0.000511,0.026273,-0.012954
-0.002812,-0.010646,0.035009,-0.010657,0.010656,-0.018845
-0.014206,0.028542,0.002326,-0.001103,-0.001281,0.005073
0.017259,0.040059,-0.005883,0.023738,-0.012243,0.004799
0.017454,0.013311,0.020419,-0.016639,-0.000696,-0.000766
-0.022840,0.013947,-0.000712,-0.006313,0.013935,0.007136
-0.023756,0.039969,-0.000888,0.029190,0.004414,-0.000038
-0.033753,-0.010923,0.000174,-0.022225,-0.013957,-0.018277
-0.031163,0.007619,0.013325,0.013950,-0.016723,-0.000343
-0.013955,0.004776,0.012454,-0.008665,-0.022259,-0.006090
0.042410,-0.005282,0.019566,-0.008669,-0.031467,-0.013389
-0.040085,0.010173,0.011170,-0.020648,-0.000376,-0.006444
0.009122,0.005760,0.014017,-0.017569,0.000575,-0.008904
0.009400,0.038995,0.008237,-0.014388,0.014208,0.000633
0.042525,0.048350,-0.049353,-0.010398,0.020570,-0.002125
0.047868,0.024633,0.015664,-0.015013,0.011536,0.004929
-0.043047,-0.018725,0.029928,-0.006590,0.002253,0.001145
-0.001305,0.012049,-0.015905,-0.007782,-0.001810,-0.010456
-0.027093,-0.002711,0.017544,-0.017852,0.009926,0.014029
-0.049417,0.009786,0.033943,-0.001299,0.006638,-0.002718
0.021917,0.006984,-0.003442,-0.011170,-0.017803,-0.014319
-0.001889,0.030271,-0.025526,-0.007165,-0.000369,0.003699
0.008861,0.038691,-0.005746,0.023880,-0.018813,-0.006275
-0.039323,0.034405,-0.021015,0.020086,0.018296,-0.034460
-0.014122,-0.030872,0.020357,0.033912,0.024411,-0.018978
0.024814,0.006856,0.015972,-0.032187,0.010457,-0.022665
-0.018631,0.013467,-0.000638,-0.016920,0.007014,0.000877
-0.022051,0.014882,-0.013456,-0.016124,0.004195,0.008415
-0.006233,0.025475,-0.000845,0.009428,-0.005513,-0.009204
-0.044939,-0.007845,0.012279,-0.019433,-0.021670,0.023282
-0.058089,0.004903,-0.029719,-0.046612,-0.022683,-0.016162
-0.031490,0.008325,-0.022422,-0.019320,0.028382,-0.005658
-0.007395,0.018272,0.046813,0.010633,0.024439,-0.027289
-0.027580,0.002546,0.051967,-0.014991,0.003786,0.008008
-0.045116,0.010840,0.000013,-0.030482,-0.001317,-0.006329
-0.029217,-0.006249,0.036121,-0.016601,-0.014086,0.006092
-0.042776,0.018950,0.019264,-0.005178,0.002789,0.001298
0.004513,0.016655,0.032732,-0.010887,-0.001658,0.013588
